¿Eres fan de los triples?;¿Cuántos años tienes?;Género;¿En qué distrito de Lima Metropolitana resides o pasas la mayor parte de tu tiempo?;¿Con qué frecuencia consumes triples durante la semana?;¿En qué momento disfrutas más de este tipo de snack? (Selecciona todas las que apliquen);¿Dónde compras tus triples actualmente?;¿Qué valoras más al elegir un triple?;¿Cuál de estas presentaciones de Triple X te parece más atractiva y deliciosa?;¿Qué tipo de cremas o salsas te gustaría que acompañen nuestros triples? (Selecciona todas las que apliquen);¿Tienes en mente alguna crema especial que no viste en la lista anterior y te encantaría que acompañe nuestros triples?;Si tuvieras la oportunidad de probar un nuevo triple fácil de llevar, con rellenos sabrosos y diferentes, ¿qué tanto te interesaría?;¿Qué tan dispuesto(a) estás a probar sabores nuevos en productos como los triples?;¿Con qué te gustaría acompañar tu triple al momento de comerlo? (Selecciona todas las que apliquen);Considerando un triple de buena calidad y tamaño, ¿Cuánto te parecería justo pagar?;¿Dónde te gustaría poder comprar este Triple X? (Selecciona todas las que apliquen);¿Con qué frecuencia utilizarías un servicio de delivery para pedir estos triples?;Si el producto cumple con tus expectativas, ¿qué tan probable sería que lo recomiendes a un amigo o familiar?;¿Tienes algún comentario, sugerencia o idea adicional que quieras compartir con nosotros sobre este nuevo producto?
No, no son lo mío;Más de 45 años;Femenino;Punta Hermosa;Una vez por semana o menos;Para llevar (al trabajo, estudio, paseo);Ferias o mercados locales;Sabor delicioso;La golosito (pollito a la brasa con papitas);Ketchup;Hummus de pimiento rojo ahumado, ¡perfecto para un break literario!;Nada interesado;A veces pruebo cosas nuevas;Con cerveza u otra bebida alcohólica;Entre S/ 16.00 y S/ 20.00;Kioscos o carretillas;Siempre;Poco probable;¡Perfecto para mi ritmo! Más opciones de sabores, por favor.
No, no son lo mío;Menos de 18 años;Masculino;Santa Rosa;Rara vez o nunca;En eventos o celebraciones pequeñas;Directo en redes sociales;Precio accesible;La picante (pollo deshilachado, con salsa BBQ);Mayonesa;¡Definitivamente una crema de aguacate y cilantro, súper fresca!;Poco interesado;A veces pruebo cosas nuevas;Con papas (fritas, nativas o al hilo);Entre S/ 16.00 y S/ 20.00;Supermercados;Nunca;Poco probable;¡Me encanta! Fácil, nutritivo y perfecto para mi estilo de vida.
No, no son lo mío;35 - 44 años;Masculino;Miraflores;Todos los días;En eventos o celebraciones pequeñas;Kioscos o carretillas;Sabor delicioso;La golosito (pollito a la brasa con papitas);Ají criollo;¡Definitivamente lavanda y miel! Suena súper floral y dulce, ¡wow! 💜🍯;Nada interesado;Prefiero los sabores clásicos;Prefiero solo el triple, sin acompañamientos;Entre S/ 16.00 y S/ 20.00;Tiendas de conveniencia (Tambo, Oxxo, etc.);Nunca;Poco probable;¡Suena genial! ¿Podría tener ingredientes que pueda cultivar yo mismo?
No, no son lo mío;Menos de 18 años;Femenino;Puente Piedra;2 a 3 veces por semana;Como un snack rápido entre comidas (media mañana/tarde);Supermercados;Sabor delicioso;La insaciable (chorizo con chimichurri);Tártara;¡Definitivamente una crema de pistacho salado! Me recuerda a Italia. ✈️;Muy interesado;No me gusta experimentar;Con cerveza u otra bebida alcohólica;Entre S/ 16.00 y S/ 20.00;Tiendas de conveniencia (Tambo, Oxxo, etc.);Nunca;Probable;¡Perfecto para mis escapadas y momentos de estrés! Más sabores, por favor.
No, no son lo mío;Menos de 18 años;Masculino;Pachacámac;Una vez por semana o menos;Para el desayuno o lonche;Tiendas de conveniencia (Tambo, Oxxo, etc.);Sabor delicioso;La golosito (pollito a la brasa con papitas);Tártara;¡Uf, sí! Una crema de aguacate y cilantro, ¡sería wow! ✨🥑🌿;Nada interesado;Me encanta innovar;Con papas (fritas, nativas o al hilo);Más de S/ 20.00;Ferias o mercados locales;Nunca;Nada probable;¡Me encanta! Súper versátil, ¡perfecto para un mindful snack! ✨
Sí, me encantan;25 - 34 años;Femenino;Independencia;Una vez por semana o menos;Para el desayuno o lonche;Kioscos o carretillas;Tamaño práctico y fácil de llevar;La picante (pollo deshilachado, con salsa BBQ);Mayonesa;¡Hummus de remolacha asada con un toque de chipotle, por favor! 🌶️;Muy interesado;Prefiero los sabores clásicos;Con cerveza u otra bebida alcohólica;Entre S/ 12.00 y S/ 13.00;Supermercados;A veces;Neutro;"¡Me encanta! ¿Versión con ingredientes orgánicos y modo ""aventura"" en app?"
Sí, me encantan;Menos de 18 años;Femenino;San Luis;Rara vez o nunca;Para el desayuno o lonche;Directo en redes sociales;Ingredientes naturales/saludables;La insaciable (chorizo con chimichurri);Tártara;¡Definitivamente una crema de ají amarillo con queso fresco, porfa! 🤤✨;Muy interesado;No me gusta experimentar;Con cerveza u otra bebida alcohólica;Menos de S/ 11.00;Supermercados;A veces;Neutro;¡Sabe a hogar! Fotos increíbles y un respiro del estrés.
No, no son lo mío;25 - 34 años;Femenino;San Juan de Lurigancho;Todos los días;En reuniones con amigos o familiares;Supermercados;Sabor delicioso;La insaciable (chorizo con chimichurri);Ketchup;¡Definitivamente lavanda con miel y un toque picante de jengibre!;Poco interesado;No me gusta experimentar;Con papas (fritas, nativas o al hilo);Más de S/ 20.00;Kioscos o carretillas;Rara vez;Neutro;¡Me encanta la audacia! Podría usar un toque musical en la campaña.
Sí, me encantan;Más de 45 años;Femenino;Lurín;Una vez por semana o menos;En reuniones con amigos o familiares;Apps de delivery;Tamaño práctico y fácil de llevar;La insaciable (chorizo con chimichurri);Mayonesa;¡Una crema de aguacate y cilantro, fresca y vibrante, perfecta!;Poco interesado;Prefiero los sabores clásicos;Con gaseosa, jugo o agua;Entre S/ 12.00 y S/ 13.00;Apps de delivery;Siempre;Muy probable;¡Maravilloso! Simplifica la vida en la cocina, ¡lo necesitaba!
Sí, me encantan;Más de 45 años;Masculino;San Bartolo;2 a 3 veces por semana;En eventos o celebraciones pequeñas;Tiendas de conveniencia (Tambo, Oxxo, etc.);Innovación o formato novedoso;La golosito (pollito a la brasa con papitas);Tártara;Hummus de remolacha y jengibre, ¡sería un sueño tropical! 🎵;Muy interesado;No me gusta experimentar;Con papas (fritas, nativas o al hilo);Entre S/ 14.00 y S/ 15.00;Tiendas de conveniencia (Tambo, Oxxo, etc.);Siempre;Muy probable;¡Suena genial! ¿Quizás opciones veganas y packaging reciclable, porfa? ✨
No, no son lo mío;Más de 45 años;Femenino;San Isidro;4 a 6 veces por semana;Como almuerzo o cena ligera;Tiendas de conveniencia (Tambo, Oxxo, etc.);Tamaño práctico y fácil de llevar;La insaciable (chorizo con chimichurri);Tártara;¡Mantequilla de maní con pretzels picados! ¡Sería épico! 🎮🥜😋;Interesado;Me encanta innovar;Prefiero solo el triple, sin acompañamientos;Entre S/ 16.00 y S/ 20.00;Supermercados;Siempre;Probable;¡Genial! Fácil, rápido y divertido, perfecto para padres gamers como yo.
Sí, me encantan;35 - 44 años;Femenino;Santa Rosa;2 a 3 veces por semana;En reuniones con amigos o familiares;Tiendas de conveniencia (Tambo, Oxxo, etc.);Precio accesible;La golosito (pollito a la brasa con papitas);Mayonesa;¡Uf, sí! ¡Definitivamente una crema de ají amarillo con queso fresco! 😋;Interesado;No me gusta experimentar;Con papas (fritas, nativas o al hilo);Más de S/ 20.00;Ferias o mercados locales;Siempre;Muy probable;¡Me encanta! ¡Más sabores peruanos, por favor! ¡Y que sea saludable! 😊
Sí, me encantan;25 - 34 años;Masculino;Lima Cercado;2 a 3 veces por semana;Para el desayuno o lonche;Apps de delivery;Ingredientes naturales/saludables;La golosito (pollito a la brasa con papitas);Ají criollo;Ají amarillo con queso fresco y un toque de huacatay, obvio.;Interesado;A veces pruebo cosas nuevas;Prefiero solo el triple, sin acompañamientos;Más de S/ 20.00;Directo en redes sociales;Nunca;Nada probable;Sabe rico, pero probablemente decepcione como todo lo bueno.
No, no son lo mío;25 - 34 años;Femenino;Surquillo;2 a 3 veces por semana;En eventos o celebraciones pequeñas;Tiendas de conveniencia (Tambo, Oxxo, etc.);Precio accesible;La golosito (pollito a la brasa con papitas);Tártara;¡Definitivamente una crema de ají amarillo con queso fresco, porfa! 🤤;Interesado;No me gusta experimentar;Con cerveza u otra bebida alcohólica;Entre S/ 16.00 y S/ 20.00;Apps de delivery;Rara vez;Probable;¡Súper! Que sea fácil de llevar y combinar con series.
No, no son lo mío;18 - 24 años;Masculino;Punta Hermosa;Una vez por semana o menos;Como un snack rápido entre comidas (media mañana/tarde);Ferias o mercados locales;Sabor delicioso;La insaciable (chorizo con chimichurri);Ají criollo;¡Uf, qué difícil! ¡Definitivamente una crema de rocoto ahumado, porfa!;Poco interesado;Prefiero los sabores clásicos;Prefiero solo el triple, sin acompañamientos;Menos de S/ 11.00;Directo en redes sociales;Nunca;Nada probable;¡Delicioso, pero ¿tendrá ají amarillo? ¡Lo quiero en mi huerto!
No, no son lo mío;Menos de 18 años;Femenino;Comas;2 a 3 veces por semana;Para el desayuno o lonche;Kioscos o carretillas;Ingredientes naturales/saludables;La picante (pollo deshilachado, con salsa BBQ);Ketchup;¡Definitivamente una crema de aguacate picante! Necesito algo que me levante.;Nada interesado;No me gusta experimentar;Con papas (fritas, nativas o al hilo);Más de S/ 20.00;Tiendas de conveniencia (Tambo, Oxxo, etc.);Siempre;Nada probable;¡Perfecto para viajes y días ajetreados! Más variedad, por favor.
Sí, me encantan;18 - 24 años;Masculino;San Juan de Lurigancho;Todos los días;Para el desayuno o lonche;Directo en redes sociales;Tamaño práctico y fácil de llevar;La insaciable (chorizo con chimichurri);Mayonesa;¡Crema de ají amarillo con toques de hierbabuena, wow! ✨;Interesado;A veces pruebo cosas nuevas;Prefiero solo el triple, sin acompañamientos;Entre S/ 12.00 y S/ 13.00;Directo en redes sociales;A veces;Nada probable;¡Sabor peruano auténtico, empaque eco-amigable y recetas creativas, porfa! ✨
Sí, me encantan;35 - 44 años;Femenino;Pucusana;2 a 3 veces por semana;Como un snack rápido entre comidas (media mañana/tarde);Kioscos o carretillas;Sabor delicioso;La golosito (pollito a la brasa con papitas);Mayonesa;Hummus de aceitunas kalamata, me recuerda a Grecia y relaja.;Nada interesado;A veces pruebo cosas nuevas;Con cerveza u otra bebida alcohólica;Más de S/ 20.00;Directo en redes sociales;Siempre;Poco probable;Necesito algo que calme el estrés y me inspire a viajar.
No, no son lo mío;18 - 24 años;Femenino;La Victoria;Rara vez o nunca;En eventos o celebraciones pequeñas;Ferias o mercados locales;Precio accesible;La golosito (pollito a la brasa con papitas);Ketchup;¡Uf, difícil! ¿Una crema de aguacate y cilantro picante, quizás? ✨🥑;Interesado;No me gusta experimentar;Prefiero solo el triple, sin acompañamientos;Entre S/ 12.00 y S/ 13.00;Apps de delivery;Nunca;Poco probable;"¡Me encanta! Podría ser aún más ""instagrameable"" con un packaging llamativo."
No, no son lo mío;18 - 24 años;Femenino;Lurín;2 a 3 veces por semana;Para llevar (al trabajo, estudio, paseo);Supermercados;Innovación o formato novedoso;La golosito (pollito a la brasa con papitas);Ají criollo;Ugh, ají amarillo cremoso... probablemente igual no sea tan bueno.;Poco interesado;Me encanta innovar;Prefiero solo el triple, sin acompañamientos;Menos de S/ 11.00;Supermercados;Siempre;Muy probable;Meh, si sabe a mi abuela, quizás lo pruebo.
No, no son lo mío;35 - 44 años;Masculino;Santa Anita;4 a 6 veces por semana;En eventos o celebraciones pequeñas;Apps de delivery;Precio accesible;La picante (pollo deshilachado, con salsa BBQ);Tártara;Lavanda con miel, un toque floral y relajante, ¡perfecto para meditar!;Nada interesado;No me gusta experimentar;Con gaseosa, jugo o agua;Más de S/ 20.00;Ferias o mercados locales;Nunca;Muy probable;¡Delicioso! Textura inesperada, me transporta... ¿versión picante pronto, por favor?
No, no son lo mío;35 - 44 años;Femenino;San Isidro;Todos los días;Como almuerzo o cena ligera;Ferias o mercados locales;Precio accesible;La insaciable (chorizo con chimichurri);Ají criollo;¡Definitivamente una crema de aguacate con un toque picante! 🥑🌶️;Muy interesado;A veces pruebo cosas nuevas;Con papas (fritas, nativas o al hilo);Menos de S/ 11.00;Directo en redes sociales;Nunca;Probable;¡Sabor auténtico y adictivo! Perfecto para leer una buena novela.
Sí, me encantan;Más de 45 años;Femenino;Ate;4 a 6 veces por semana;Para llevar (al trabajo, estudio, paseo);Supermercados;Tamaño práctico y fácil de llevar;La golosito (pollito a la brasa con papitas);Ají criollo;Uchucuta, necesito algo picante para este día gris.;Nada interesado;A veces pruebo cosas nuevas;Con papas (fritas, nativas o al hilo);Menos de S/ 11.00;Supermercados;A veces;Neutro;Sabe rico, pero no quita el estrés de la vida.
Sí, me encantan;Más de 45 años;Masculino;Lince;Una vez por semana o menos;En reuniones con amigos o familiares;Ferias o mercados locales;Innovación o formato novedoso;La picante (pollo deshilachado, con salsa BBQ);Mayonesa;Mmm... ¿una crema de aguacate y cilantro, suave y fresca? ✨;Nada interesado;A veces pruebo cosas nuevas;Con gaseosa, jugo o agua;Entre S/ 14.00 y S/ 15.00;Supermercados;Siempre;Probable;Mmm... interesante, quizás un toque menos dulce, pero me gusta. ✨
No, no son lo mío;35 - 44 años;Masculino;Santa María del Mar;Todos los días;Como almuerzo o cena ligera;Ferias o mercados locales;Precio accesible;La insaciable (chorizo con chimichurri);Ketchup;Mmm, una crema de calabaza y jengibre, ¡sería perfecta!;Interesado;Prefiero los sabores clásicos;Con cerveza u otra bebida alcohólica;Menos de S/ 11.00;Tiendas de conveniencia (Tambo, Oxxo, etc.);Siempre;Muy probable;Fácil, rápido y nutritivo, ¡ideal para gente ocupada como yo!
Sí, me encantan;Más de 45 años;Femenino;Santa Anita;Rara vez o nunca;En reuniones con amigos o familiares;Apps de delivery;Tamaño práctico y fácil de llevar;La insaciable (chorizo con chimichurri);Ketchup;¡Definitivamente una crema de wasabi y jengibre picante! 🌶️🎮;Muy interesado;Me encanta innovar;Prefiero solo el triple, sin acompañamientos;Entre S/ 12.00 y S/ 13.00;Apps de delivery;Nunca;Neutro;¡Sabor épico para subir de nivel mis partidas! 🎮✨
Sí, me encantan;18 - 24 años;Femenino;Rímac;Todos los días;En eventos o celebraciones pequeñas;Ferias o mercados locales;Precio accesible;La picante (pollo deshilachado, con salsa BBQ);Ají criollo;¡Mmm, crema de lavanda con miel! Suena súper relajante y cool. ✨;Poco interesado;Prefiero los sabores clásicos;Con cerveza u otra bebida alcohólica;Menos de S/ 11.00;Kioscos o carretillas;A veces;Neutro;¡Suena increíble! ¿Podría tener un toque picante y maridar con series? 😉
No, no son lo mío;Más de 45 años;Femenino;Lurín;Una vez por semana o menos;Como un snack rápido entre comidas (media mañana/tarde);Apps de delivery;Tamaño práctico y fácil de llevar;La picante (pollo deshilachado, con salsa BBQ);Mayonesa;¡Mantequilla de almendras con sal marina y un toque de miel! 🍯💪;Muy interesado;Prefiero los sabores clásicos;Con papas (fritas, nativas o al hilo);Menos de S/ 11.00;Ferias o mercados locales;Siempre;Nada probable;¡Energía natural, sabor increíble! Perfecto para mi ritmo aventurero y series.
Sí, me encantan;35 - 44 años;Masculino;San Borja;Rara vez o nunca;Como almuerzo o cena ligera;Apps de delivery;Innovación o formato novedoso;La insaciable (chorizo con chimichurri);Ají criollo;Hummus de remolacha y cilantro, si no me da pereza hacerlo.;Poco interesado;Prefiero los sabores clásicos;Con cerveza u otra bebida alcohólica;Entre S/ 14.00 y S/ 15.00;Apps de delivery;Siempre;Neutro;Suena bien, pero dudo que realmente me ahorre tiempo.
No, no son lo mío;Más de 45 años;Masculino;Carabayllo;Rara vez o nunca;Como un snack rápido entre comidas (media mañana/tarde);Supermercados;Precio accesible;La golosito (pollito a la brasa con papitas);Ají criollo;Hummus de remolacha asada, ¡sería perfecto! (Y me da un poco de energía para tocar).;Muy interesado;Prefiero los sabores clásicos;Prefiero solo el triple, sin acompañamientos;Menos de S/ 11.00;Directo en redes sociales;A veces;Neutro;Me encanta, pero ¿podría ser aún más nutritivo y natural?
Sí, me encantan;35 - 44 años;Masculino;Comas;Rara vez o nunca;En eventos o celebraciones pequeñas;Directo en redes sociales;Precio accesible;La picante (pollo deshilachado, con salsa BBQ);Ají criollo;¡Mantequilla de almendras con un toque de canela, porfa! 🤩;Poco interesado;Prefiero los sabores clásicos;Prefiero solo el triple, sin acompañamientos;Entre S/ 14.00 y S/ 15.00;Ferias o mercados locales;A veces;Muy probable;¡Me encanta! Más opciones veganas y empaques eco-amigables, porfa.
No, no son lo mío;35 - 44 años;Femenino;Chorrillos;Rara vez o nunca;Para el desayuno o lonche;Ferias o mercados locales;Sabor delicioso;La golosito (pollito a la brasa con papitas);Ají criollo;Hmm, una crema de aguacate y jalapeño tostado, ¡definitivamente!;Interesado;No me gusta experimentar;Con cerveza u otra bebida alcohólica;Menos de S/ 11.00;Kioscos o carretillas;Siempre;Probable;Necesito más info nutricional, pero la idea me relaja.
No, no son lo mío;18 - 24 años;Femenino;Miraflores;2 a 3 veces por semana;Para llevar (al trabajo, estudio, paseo);Directo en redes sociales;Innovación o formato novedoso;La golosito (pollito a la brasa con papitas);Ají criollo;¡Absolutamente! Una crema de aguacate y cilantro, fresca y vibrante. ✨🥑🌿;Muy interesado;Prefiero los sabores clásicos;Con papas (fritas, nativas o al hilo);Más de S/ 20.00;Directo en redes sociales;Siempre;Poco probable;¡Increíble! Podría crear recetas con ingredientes de mi huerto, ¡wow!
No, no son lo mío;35 - 44 años;Femenino;San Bartolo;Una vez por semana o menos;Como almuerzo o cena ligera;Ferias o mercados locales;Innovación o formato novedoso;La insaciable (chorizo con chimichurri);Ají criollo;Mmm... una crema de aguacate y jalapeño, para distraerme del caos.;Interesado;Me encanta innovar;Con cerveza u otra bebida alcohólica;Entre S/ 16.00 y S/ 20.00;Apps de delivery;Siempre;Poco probable;Sabe a decepción envuelta en plástico. Necesito un libro.
No, no son lo mío;18 - 24 años;Femenino;Santa María del Mar;4 a 6 veces por semana;Como un snack rápido entre comidas (media mañana/tarde);Ferias o mercados locales;Innovación o formato novedoso;La picante (pollo deshilachado, con salsa BBQ);Ají criollo;Mmm... quizás una crema de aguacate y jalapeño, si no es un desastre.;Nada interesado;No me gusta experimentar;Con gaseosa, jugo o agua;Entre S/ 12.00 y S/ 13.00;Supermercados;Nunca;Probable;Probablemente decepcionante, pero lo probaré con poca esperanza.
No, no son lo mío;Más de 45 años;Femenino;Lince;Una vez por semana o menos;Como almuerzo o cena ligera;Directo en redes sociales;Precio accesible;La golosito (pollito a la brasa con papitas);Mayonesa;Mmm... una crema de aguacate y cilantro, ¡sería deliciosa!;Muy interesado;Me encanta innovar;Con papas (fritas, nativas o al hilo);Entre S/ 14.00 y S/ 15.00;Kioscos o carretillas;A veces;Probable;Mmm... se ve bien, quizás un poco más de sabor, ¿sí?
Sí, me encantan;Más de 45 años;Masculino;Independencia;Rara vez o nunca;Para el desayuno o lonche;Directo en redes sociales;Sabor delicioso;La golosito (pollito a la brasa con papitas);Ketchup;¡Uf, difícil! ¿Una crema de aguacate y cilantro picante, quizás?;Nada interesado;Prefiero los sabores clásicos;Con cerveza u otra bebida alcohólica;Más de S/ 20.00;Kioscos o carretillas;Siempre;Probable;¡Me encanta! ¿Hay opciones veganas/sin gluten? ¡Más variedad, porfa!
Sí, me encantan;Menos de 18 años;Femenino;Jesús María;Rara vez o nunca;Para el desayuno o lonche;Tiendas de conveniencia (Tambo, Oxxo, etc.);Tamaño práctico y fácil de llevar;La insaciable (chorizo con chimichurri);Mayonesa;Mantequilla de almendras con cacao nibs y un toque de sal marina.;Nada interesado;Me encanta innovar;Prefiero solo el triple, sin acompañamientos;Más de S/ 20.00;Kioscos o carretillas;Siempre;Muy probable;¡Energía natural que inspira mi música y mi entrenamiento!
Sí, me encantan;18 - 24 años;Femenino;San Isidro;2 a 3 veces por semana;En eventos o celebraciones pequeñas;Directo en redes sociales;Precio accesible;La golosito (pollito a la brasa con papitas);Ají criollo;¡Definitivamente una crema de aguacate y jalapeño, picante y fresca! 🔥🥑;Poco interesado;No me gusta experimentar;Con gaseosa, jugo o agua;Menos de S/ 11.00;Supermercados;Nunca;Nada probable;¡Potencialazo! Marketing fitness + recetas healthy, ¡combinación explosiva! 🚀
No, no son lo mío;25 - 34 años;Masculino;San Juan de Lurigancho;4 a 6 veces por semana;Como un snack rápido entre comidas (media mañana/tarde);Directo en redes sociales;Ingredientes naturales/saludables;La picante (pollo deshilachado, con salsa BBQ);Tártara;¡Uf, otra vez con las cremas! Hmm... aguacate y espinaca, supongo. 🥑😒;Nada interesado;Prefiero los sabores clásicos;Prefiero solo el triple, sin acompañamientos;Entre S/ 14.00 y S/ 15.00;Ferias o mercados locales;Rara vez;Poco probable;¡Suena bien, pero dudo que sea *tan* saludable, igual lo probaré! 🎶
Sí, me encantan;Más de 45 años;Femenino;Cieneguilla;Rara vez o nunca;Para llevar (al trabajo, estudio, paseo);Tiendas de conveniencia (Tambo, Oxxo, etc.);Precio accesible;La insaciable (chorizo con chimichurri);Ají criollo;¡Uff, crema de ají amarillo con queso fresco, porfa! ✨🇵🇪;Poco interesado;Me encanta innovar;Con gaseosa, jugo o agua;Más de S/ 20.00;Directo en redes sociales;Nunca;Neutro;¡Wow! ¡Un sabor de Perú en cada bocado, soñé con esto! ✨🇵🇪
No, no son lo mío;25 - 34 años;Femenino;Ate;Todos los días;Para el desayuno o lonche;Apps de delivery;Precio accesible;La insaciable (chorizo con chimichurri);Tártara;¡Absolutamente! Una crema de aguacate y cilantro, fresca y vibrante.;Muy interesado;Me encanta innovar;Prefiero solo el triple, sin acompañamientos;Más de S/ 20.00;Ferias o mercados locales;Rara vez;Poco probable;¡Maravilloso! Un lujo saludable para disfrutar con una buena novela.
No, no son lo mío;25 - 34 años;Femenino;Villa María del Triunfo;Todos los días;Como un snack rápido entre comidas (media mañana/tarde);Kioscos o carretillas;Ingredientes naturales/saludables;La picante (pollo deshilachado, con salsa BBQ);Mayonesa;Uf, una crema de cebolla caramelizada con un toque de humo, quizás.;Poco interesado;Me encanta innovar;Con cerveza u otra bebida alcohólica;Entre S/ 12.00 y S/ 13.00;Ferias o mercados locales;Siempre;Muy probable;Promete, pero dudo que supere mis tomates cherry caseros.
No, no son lo mío;18 - 24 años;Femenino;Pucusana;Una vez por semana o menos;En eventos o celebraciones pequeñas;Directo en redes sociales;Precio accesible;La golosito (pollito a la brasa con papitas);Ketchup;¡Mantequilla de almendras y miel! Energía natural para mi jardín y yo.;Nada interesado;No me gusta experimentar;Con gaseosa, jugo o agua;Entre S/ 16.00 y S/ 20.00;Apps de delivery;Nunca;Muy probable;¡Me encanta! Energía natural, perfecta para mi entrenamiento y mis plantas.
Sí, me encantan;Más de 45 años;Femenino;Pachacámac;Una vez por semana o menos;Como un snack rápido entre comidas (media mañana/tarde);Directo en redes sociales;Sabor delicioso;La picante (pollo deshilachado, con salsa BBQ);Mayonesa;Aguacate y cilantro, ¡un toque fresco para equilibrar el estrés!;Nada interesado;Me encanta innovar;Con cerveza u otra bebida alcohólica;Entre S/ 16.00 y S/ 20.00;Tiendas de conveniencia (Tambo, Oxxo, etc.);Nunca;Nada probable;¡Me encanta! Facilita comer sano viajando, justo lo que necesito.
Sí, me encantan;18 - 24 años;Masculino;El Agustino;Una vez por semana o menos;En reuniones con amigos o familiares;Supermercados;Tamaño práctico y fácil de llevar;La golosito (pollito a la brasa con papitas);Tártara;¡Definitivamente una crema de aguacate picante! Para darle un boost a la tarde.;Muy interesado;A veces pruebo cosas nuevas;Con cerveza u otra bebida alcohólica;Más de S/ 20.00;Apps de delivery;Nunca;Nada probable;¡Perfecto para maratones de series y recargar energías rápido!
No, no son lo mío;18 - 24 años;Femenino;Villa El Salvador;Todos los días;Como almuerzo o cena ligera;Kioscos o carretillas;Sabor delicioso;La insaciable (chorizo con chimichurri);Ketchup;Ají amarillo cremoso, pero dudo que lo hagan bien.;Interesado;No me gusta experimentar;Con papas (fritas, nativas o al hilo);Entre S/ 12.00 y S/ 13.00;Apps de delivery;Siempre;Probable;Sabe a intento fallido de felicidad en un paquete.
No, no son lo mío;25 - 34 años;Masculino;Los Olivos;Todos los días;En eventos o celebraciones pequeñas;Ferias o mercados locales;Ingredientes naturales/saludables;La insaciable (chorizo con chimichurri);Ají criollo;¡Aguacate y cilantro, fresca y vibrante! Perfecto para fotos y paladar.;Muy interesado;Me encanta innovar;Con gaseosa, jugo o agua;Menos de S/ 11.00;Apps de delivery;A veces;Poco probable;"¡Empaque visualmente atractivo! Ideal para fotos ""foodie"" y estilo de vida."
No, no son lo mío;35 - 44 años;Femenino;Jesús María;Rara vez o nunca;Para el desayuno o lonche;Directo en redes sociales;Tamaño práctico y fácil de llevar;La picante (pollo deshilachado, con salsa BBQ);Ají criollo;Nutella, sin duda. Un capricho rápido para este estrés y mi novela.;Interesado;Prefiero los sabores clásicos;Con gaseosa, jugo o agua;Entre S/ 16.00 y S/ 20.00;Tiendas de conveniencia (Tambo, Oxxo, etc.);A veces;Muy probable;Fácil, rápido, nutritivo... ¡y me da un respiro para leer!
No, no son lo mío;Menos de 18 años;Femenino;Cieneguilla;Todos los días;Para el desayuno o lonche;Supermercados;Innovación o formato novedoso;La golosito (pollito a la brasa con papitas);Tártara;Ugh, ¿Nutella? Probablemente se me pegue a todo, pero... sí.;Interesado;No me gusta experimentar;Con cerveza u otra bebida alcohólica;Más de S/ 20.00;Ferias o mercados locales;Rara vez;Probable;Suena bien, pero dudo que me ahorre tiempo real.
No, no son lo mío;35 - 44 años;Masculino;Pachacámac;Rara vez o nunca;Para llevar (al trabajo, estudio, paseo);Supermercados;Innovación o formato novedoso;La golosito (pollito a la brasa con papitas);Ají criollo;¡Aguacate-cilantro, por favor! Fresca, nutritiva y le da un toque épico.;Muy interesado;No me gusta experimentar;Prefiero solo el triple, sin acompañamientos;Entre S/ 14.00 y S/ 15.00;Tiendas de conveniencia (Tambo, Oxxo, etc.);Nunca;Poco probable;¡Genial! Fácil de llevar, nutritivo y perfecto para gamers ocupados.
No, no son lo mío;Más de 45 años;Femenino;Santa María del Mar;Una vez por semana o menos;En reuniones con amigos o familiares;Tiendas de conveniencia (Tambo, Oxxo, etc.);Innovación o formato novedoso;La insaciable (chorizo con chimichurri);Ketchup;"¡Una de ""power-up"" con sabor a baya de mi juego favorito! ✨🎮";Nada interesado;A veces pruebo cosas nuevas;Con cerveza u otra bebida alcohólica;Entre S/ 14.00 y S/ 15.00;Apps de delivery;Siempre;Muy probable;¡Sabe a victoria y me da superpoderes para ganar! ✨🎮
Sí, me encantan;Menos de 18 años;Femenino;La Molina;Rara vez o nunca;En reuniones con amigos o familiares;Kioscos o carretillas;Innovación o formato novedoso;La golosito (pollito a la brasa con papitas);Tártara;¡Una crema de aguacate y jalapeño, picante y refrescante!;Nada interesado;A veces pruebo cosas nuevas;Con cerveza u otra bebida alcohólica;Entre S/ 12.00 y S/ 13.00;Tiendas de conveniencia (Tambo, Oxxo, etc.);Nunca;Muy probable;¡Genial! Más sabor, menos estrés, ¡y que sea fácil de usar!
No, no son lo mío;Más de 45 años;Femenino;Santa María del Mar;2 a 3 veces por semana;Como un snack rápido entre comidas (media mañana/tarde);Supermercados;Ingredientes naturales/saludables;La golosito (pollito a la brasa con papitas);Ají criollo;Mmm... una crema de albahaca fresca, de mi huerto, sería ideal.;Nada interesado;Prefiero los sabores clásicos;Prefiero solo el triple, sin acompañamientos;Más de S/ 20.00;Kioscos o carretillas;Siempre;Neutro;Hmm... parece interesante, quizás un poco más simple, por favor.
Sí, me encantan;25 - 34 años;Masculino;La Molina;4 a 6 veces por semana;Para el desayuno o lonche;Supermercados;Sabor delicioso;La golosito (pollito a la brasa con papitas);Ají criollo;Mantequilla de almendras con un toque de sal marina, ¡por favor!;Muy interesado;No me gusta experimentar;Con cerveza u otra bebida alcohólica;Menos de S/ 11.00;Apps de delivery;Nunca;Probable;Me gusta, pero analizaría ingredientes y su impacto energético.
